name,start,end,length,free_flow_speed
1929,598,600,353.9,11.11
1930,598,601,631.0,11.11
1931,599,600,57.7,11.11
1932,600,601,451.7,11.11
1933,602,607,547.7,11.11
1934,603,604,318.5,11.11
1935,603,606,667.2,11.11
1936,603,607,438.5,11.11
1937,604,605,129.3,11.11
1938,604,606,478.5,11.11
1939,605,606,412.6,11.11
1940,608,609,116.9,11.11
1941,609,610,266.9,11.11
1942,610,611,201.1,11.11
1943,612,613,163.4,11.11
1944,612,614,248.0,11.11
1945,612,615,352.5,11.11
1946,612,616,302.3,11.11
1947,612,623,382.0,11.11
1948,612,624,277.7,11.11
1949,613,614,101.2,11.11
1950,614,615,109.3,11.11
1951,615,616,112.1,11.11
1952,615,617,192.3,11.11
1953,616,617,191.9,11.11
1954,616,624,415.6,11.11
1955,617,624,571.8,11.11
1956,618,619,128.9,11.11
1957,618,620,125.9,11.11
1958,619,620,98.5,11.11
1959,619,621,193.0,11.11
1960,619,622,291.3,11.11
1961,619,624,548.3,11.11
1962,620,621,94.7,11.11
1963,621,622,128.4,11.11
1964,622,623,92.4,11.11
1965,622,624,560.9,11.11
1966,623,624,582.8,11.11
1967,625,626,214.5,11.11
1968,626,627,161.8,11.11
1969,628,629,116.0,11.11
1970,630,632,162.6,11.11
1971,631,632,112.1,11.11
